report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
22032019,superdrug,501145e12,949347,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,fantastic toner,i don2019t use alot of toning products as i do not like the cold and the wet immediate feeling on my skin alsobecause my skin is prone to blemishes but this product really impressed me the toner is very mild and gentle on my skin as it claims to be it is very refreshing and gets well absorbed into the skin to clear the remains of any makeup left after cleansing i do use a night cream and a serum after this but i can honestly say the toner has contributed in a much cleaner finish to my daily regime this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,6b4f45c2526b158bfcd0ae4dc3c19e76
22032019,superdrug,501145e12,949347,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,now part of my daily routine,i tried this out for a week and have absolutely fallen in love with it removes the dirt and make up from my face and it doesnt make my skin feel sticky or dry which many other toners do i use this every evening as part of my routine now and wont stop now this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,28bb2cfaa22580013d898444873142ed
22032019,superdrug,501145e12,949347,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,good for skin,this toner is very moisturising which as someone with dry skin is really beneficial my skin is also sensitive and a lot of products cause me problems however this was not harsh and didn2019t cause irritation this is therefore a product which i would recommend to others who have dry skin and need a toner which is both moisturising and gentle this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,e90bf79e46013089458b1a600aa78632
22032019,superdrug,501145e12,949347,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,great toner,i like using a toner every morning this one is a perfect one i bought it a month ago and it let my skin fresh and clean to start a new day you have to try it you won2019t be disappointed i always enjoy simple products as well this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,4f8a5219b208c2c46f4860caef87dc2d
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,love these wipes,so i2019m not usually a fan of wipes as they don2019t remove my makeup properly even when i2019ve gone over my face 3 times however these wipes are brilliant just using one wipe removed all of my makeup including waterproof mascara it may be because of the micellar water that2019s in them it2019s really good they didn2019t break me out at all didn2019t make my face feel sticky or sore i am a convert i 100 recommended these this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,3a450944317928394df6ef8fc7067a2f
22032019,ocado,76840600151,10391011,ben jerrys,refreshment,ice cream,ben jerrys phish food ice cream 500ml,20022019,5,whats not to like,a long standing popular ice cream not too sweet and great chocolate taste with yummy marshmallow throughout not forgetting the chocolate fish hidden away its hard to put down once you open this,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,ice cream,ben jerrys,ben jerrys,na,na,na,retailer core of the core,core of the core,false,0,79c3e0925afb6e01aecdbc443e1e542b
22032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,21022019,3,nice toner,im happy this toner has no added fragrances to it it is good for senstive skin yet still does the job im also happy that is contains witch hazel something that is usually hard to find the ingredients are simple and clear and it does its job expecting good results from this product this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,7f82c16d30316277e80db4c38f9e5584
22032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,now part of my daily routine,i tried this out for a week and have absolutely fallen in love with it removes the dirt and make up from my face and it doesnt make my skin feel sticky or dry which many other toners do i use this every evening as part of my routine now and wont stop now this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,a4530b0b901679ed9ab1aeaf09a40fc9
22032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,great toner,i like using a toner every morning this one is a perfect one i bought it a month ago and it let my skin fresh and clean to start a new day you have to try it you wont be disappointed i always enjoy simple products as well this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,7465aec86298c828fa6e26bc02b4a80b
22032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,21022019,4,i love this product,this product is amazing makes my skin feel so toned and soft i will be buying this product again it gives my face a deep clean also i will defo recommend to my friends and family so they can also feel the benefits of this product this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,b18e113d966af769dd8544254be52d1b
22032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,good for skin,this toner is very moisturising which as someone with dry skin is really beneficial my skin is also sensitive and a lot of products cause me problems however this was not harsh and didnt cause irritation this is therefore a product which i would recommend to others who have dry skin and need a toner which is both moisturising and gentle this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,25444d0d6b6efc4717d9126e0979b116
22032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,20022019,4,fantastic toner,i dont use alot of toning products as i do not like the cold and the wet immediate feeling on my skin alsobecause my skin is prone to blemishes but this product really impressed me the toner is very mild and gentle on my skin as it claims to be it is very refreshing and gets well absorbed into the skin to clear the remains of any makeup left after cleansing i do use a night cream and a serum after this but i can honestly say the toner has contributed in a much cleaner finish to my daily regime this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,f417f7db082d0e386a2a499121e8ad91
22032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,easy make up removal,these arrived last week and ive been using them on an evening daily really impressed with how easily they lift off makeup and leave skin feeling it doesnt take a lot to lift the make up off so you dont have to spend hours scrubbing away at it would highly recommend first time ive woken up without small mascara reiments smudge under my eyes this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,8b780a16390d9100880da0d1a160fe3b
22032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,so much use with one wipe no breakouts,always apprehensive when buying wipes as i break it so easily not only have i not broken out at all in the past 2 weeks of using them but they also take off all of my makeup without irritating my skin one wipe also goes a long way and i only ever need one when cleansing my face i have combination skin and it targets the dry skin but also helps with my oily areas this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,182d83b51a7e3bf28069c4e82f76e346
22032019,boots,871256e12,6083218,vaseline,personal care,skin care,vaseline intensive care aloe soothe body lotion 400ml,21022019,5,brilliant body lotion,i was asked to try this and have been using it for the past month i usually just use body lotion occasionally on elbows knees etc this one smells so nice and is easy to apply so ive used it every day it goes on easily with very little residue and leaves a lovely smooth finish and scent the bottle lasts for ages and is so good i will definitely be buying it in the future this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,body lotion,body lotion,na,na,na,retailer core of the core,core of the core,false,0,a114c02817321e93f49ef5c244b246e7
